Time,CH1,CH2,CH3,CH4,Wavelength,delta_lambda_pm
346.9963,1,0,0,0,1524.32724,-282.7399999998761
347.196297,1,0,0,0,1524.32705,-282.92999999985113
347.396295,1,0,0,0,1524.32554,-284.4399999999041
347.596293,1,0,0,0,1524.32913,-280.84999999987303
347.796291,1,0,0,0,1524.32894,-281.0399999998481
347.996289,1,0,0,0,1524.32724,-282.7399999998761
348.196286,1,0,0,0,1524.32894,-281.0399999998481
348.396285,1,0,0,0,1524.32706,-282.9199999998764
348.596282,1,0,0,0,1524.32724,-282.7399999998761
348.79628,1,0,0,0,1524.32743,-282.54999999990105
348.996278,1,0,0,0,1524.32743,-282.54999999990105
349.196276,1,0,0,0,1524.32724,-282.7399999998761
349.396274,1,0,0,0,1524.32743,-282.54999999990105
349.596272,1,0,0,0,1524.32743,-282.54999999990105
349.79627,1,0,0,0,1524.32913,-280.84999999987303
349.996268,1,0,0,0,1524.32894,-281.0399999998481
350.196265,1,0,0,0,1524.32724,-282.7399999998761
350.396263,1,0,0,0,1524.32724,-282.7399999998761
350.596261,1,0,0,0,1524.32744,-282.5399999999263
350.796259,1,0,0,0,1524.32744,-282.5399999999263
350.996257,1,0,0,0,1524.32914,-280.8399999998983
